contract_id,file_path,status,tokens_used,uptime_guarantee,response_time_sla,sla_breach_threshold,sla_measurement_period,penalty_uptime_breach,penalty_late_delivery,penalty_termination_fee,penalty_late_payment,penalty_data_breach,penalty_has_monetary,penalty_max_amount,penalty_currency,service_credit_cap,renewal_terms,termination_clause,liability_cap,governing_law,dispute_resolution,created_at
cuad_0010,data\cuad_raw\cuad_0010.txt,success,6277,,,,,,,without penalty,,,0,,,,"This Agreement may be renewed for any number of successive one (1) year terms by mutual written agreement of the parties prior to the conclusion of the term of this Agreement. A party wishing to renew this Agreement shall give the other party notice thereof no less than thirty (30) days before the expiration of the term then in effect. In the event that either party does not give such notice, the term of this Agreement shall be automatically renewed for another one (1) year.","by providing written notice, a party may immediately terminate this Agreement: (a) if the other party materially breaches this Agreement and fails to cure that breach within sixty (60) days after receiving written notice of the breach, or (b) as provided in Sections 2.2 [INITIAL INFORMATION TRANSFER MECHANISM DEVELOPMENT], 2.4 [RESTRICTIONS ON COMMUNICATIONS], or 12.4.","EXCEPT IN THE EVENT OF A BREACH OF SECTION 11, NEITHER PARTY SHALL BE LIABLE FOR SPECIAL, INCIDENTAL OR CONSEQUENTIAL DAMAGES OR LOST PROFITS (HOWEVER ARISING, INCLUDING NEGLIGENCE) ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT, EVEN IF THE PARTIES ARE AWARE OF THE POSSIBILITY OF SUCH DAMAGES.",This Agreement will be governed and construed in accordance with the laws of the State of California without giving effect to conflict of laws principles.,"Both parties submit to personal jurisdiction in California and further agree that any cause of action arising under this Agreement shall be brought in a court in Orange County, California.",2026-05-16 13:12:11
cuad_0011,data\cuad_raw\cuad_0011.txt,success,7167,,,,,,,,,,,,,,,"In the event that either PrimeCall or DeltaThree materially breaches any of its duties or obligations hereunder, which breach shall not be cured within thirty (30) days after written notice is given to the breaching party specifying the breach, then either PrimeCall or DeltaThree, as the case may be, may, by giving written notice thereof to the other, terminate this Agreement as of a date specified in such notice of termination, which date shall be no earlier than ten (10) days after the date of such notice.","THE LIABILITY OF PRIMECALL FOR DAMAGES OR ALLEGED DAMAGES HEREUNDER, WHETHER IN CONTRACT, TORT OR ANY OTHER LEGAL THEORY, IS LIMITED TO, AND WILL NOT EXCEED, DELTATHREE'S DIRECT DAMAGES.","This Agreement shall be governed by, and construed in accordance with, the laws of the State of New York, without giving effect to the conflict of laws principles thereof.","For purposes of this Agreement, each party hereby irrevocably submits to the nonexclusive jurisdiction of the courts of the State of New York, sitting in New York County, and the courts of the United States for the Southern District of New York.",2026-05-16 13:12:27
cuad_0012,data\cuad_raw\cuad_0012.txt,success,8080,"The ebix Insurance Center shall be operational and fully functionally at least ninety nine percent (99.0%) of the time during the Term, without taking into account scheduled downtime and maintenance which shall not exceed in the aggregate, one (1) hour in any one (1) month period.",,"In the event of any downtime and/or maintenance in excess of the aforementioned amount, such shall be deemed a material breach and ebix shall have twenty four (24) hours in which to cure such breach.","The ebix Insurance Center shall be operational and fully functionally at least ninety nine percent (99.0%) of the time during the Term, without taking into account scheduled downtime and maintenance which shall not exceed in the aggregate, one (1) hour in any one (1) month period.","In the event of any downtime and/or maintenance in excess of the aforementioned amount, such shall be deemed a material breach and ebix shall have twenty four (24) hours in which to cure such breach. If such breach is not cured to About's reasonable satisfaction, About may remove the ebix Links after informing either the President, CFO or CTO of ebix until About reasonably determines that the ebix Web Site is operational and fully functional.",,,"If any of the payments are not received on or before the appropriate dates as described above, About shall have the right to charge ebix interest on the overdue amount at the rate of 6% per year,, calculated from 30 days after the end of the month for which payment is made until the date of ebix's payment of such amount, which interest shall be in addition to such fees due and owing About. In addition, About shall be entitled to its reasonable costs and expenses (including attorneys' fees) in connection with any action to collect fees under or to otherwise enforce this Agreement.",,1,,,,,"Either party may terminate this Agreement if the other (i) fails to make any payment required to be made by it hereunder for more than twenty (20) business days after such party shall have received notice from the other party of the failure of payment thereof, or (ii) commits a material breach of this Agreement that is not cured within thirty (30) calendar days after receipt of written notice of the breach.","NEITHER PARTY SHALL HAVE ANY LIABILITY FOR ANY INDIRECT, SPECIAL, PUNITIVE OR CONSEQUENTIAL DAMAGES INCLUDING, WITHOUT THE LIMITATION, LOSS OF PROFIT OR BUSINESS OPPORTUNITIES, WHETHER OR NOT THE PARTY WAS ADVISED OF THE POSSIBILTY OF SUCH.","This Agreement will be governed by the laws of the state where a suit is properly filed under the terms of this paragraph, being either Illinois or New York, and without giving effect to conflict of law principles.","Litigation initiated by ebix shall be filed in New York, whereas litigation initiated by About shall be filed in Illinois. Both parties submit to personal jurisdiction of Illinois or New York, to effectuate the terms of this paragraph, and further agree that any cause of action arising under this Agreement shall be brought in state or federal courts of the States of New York or Illinois, counties of New York or Cook, respectively.",2026-05-16 13:12:48
cuad_0013,data\cuad_raw\cuad_0013.txt,success,9899,,,"If Women.com does not deliver at least 80% of the Quarterly Impression Guarantee for Advertsing Promotions as set forth on Exhibit B (11,250,000 per quarter  45,000,000 per year)  80% of the Quarterly Impression Guarantee for the Diet Center Logo as set forth on Exhibit B (3,250,000 per quarter  13,000,000 per year)  and 80% of the Quarterly Impression Guarantee for Other Campaigns as set forth on Exhibit B (3,000,000 per quarter  12,000,000 per year) each quarter following the Launch Date",quarterly basis,"If Women.com does not deliver at least 80% of the Quarterly Impression Guarantee for Advertsing Promotions as set forth on Exhibit B (11,250,000 per quarter  45,000,000 per year)  80% of the Quarterly Impression Guarantee for the Diet Center Logo as set forth on Exhibit B (3,250,000 per quarter  13,000,000 per year)  and 80% of the Quarterly Impression Guarantee for Other Campaigns as set forth on Exhibit B (3,000,000 per quarter  12,000,000 per year) each quarter following the Launch Date, within sixty (60) days of the end of the applicable quarter, Women.com shall deliver an amount equal to the under-delivery within the same campaign elements, including newsletters, promotions, exclusive sponsorships, targeted rotations, ROS, channel and sub-channel center logo placements, or mutually agreed upon comparable elements. If Women.com does not deliver the shortfall within sixty (60) days of the end of the applicable quarter, eDiets may terminate this Agreement in its entirety immediately or authorize Women.com to deliver the shortfall within an extended number of days to be mutually agreed upon by the parties (the ""Make Good Period""). Should eDiets elect to terminate this Agreement, Women.com shall reimburse eDiets within thirty (30) days of the date of such termination for all pre-paid impressions or other promotions not delivered as of the date of termination.",,,,,0,,,,"This agreement shall automatically renew for additional successive terms of twelve (12) months each at the end of the Initial Term (""Renewal Terms""), unless either party notifies the other in writing at least sixty (60) days prior to the end of the Initial Term.","In the event of a material breach of this Agreement by either party, the non-breaching party may terminate this Agreement if such breach is not cured within thirty (30) days from receipt of written notice of such breach sent to the address of the breaching party as specified herein.","EXCEPT FOR BREACHES OF SECTION 11 OR BREACHES OF ANY LICENSE GRANT SET FORTH IN THIS AGREEMENT, IN NO EVENT WILL EITHER PARTY BE LIABLE TO THE OTHER FOR ANY SPECIAL, INCIDENTAL, INDIRECT OR CONSEQUENTIAL DAMAGES, WHETHER BASED ON BREACH OF CONTRACT, TORT (INCLUDING NEGLIGENCE) OR OTHERWISE, WHETHER OR NOT THAT PARTY HAS BEEN ADVISED OF, KNEW, OR SHOULD HAVE KNOWN OF, THE POSSIBILITY OF SUCH DAMAGE AND NOTWITHSTANDING THE FAILURE OF ESSENTIAL PURPOSE OF ANY LIMITED REMEDY.","This Agreement shall be interpreted and enforced in accordance with the laws of the State of California as applied to agreements made, entered into and performed entirely in California by California residents, notwithstanding the actual residence of the parties, without giving effect to any choice of laws of California that would require the application of the laws of a state other than California.","The parties agree that all lawsuits arising out of or related to this Agreement shall be brought in the state or federal courts located in the state of California, San Francisco County, and each party hereby referred consents to the exclusive personal jurisdiction of such courts for such purpose.",2026-05-16 13:13:08
cuad_0014,data\cuad_raw\cuad_0014.txt,success,7330,,,,,,,,,,0,,,,,"Either party may terminate the Term upon not less than sixty (60) days prior written notice to the other party of any breach hereof by such other party. In addition, either party may terminate the Term immediately upon written notice in the event that the other party shall fail to do business in the normal course or become subject to any bankruptcy, assignment for creditors, corporate dissolution or similar proceeding.","NEITHER PARTY WILL HAVE ANY LIABILITY FOR, AND EACH PARTY HEREBY WAIVES AND DISCLAIMS, ANY AND ALL CLAIMS AND CAUSES OF ACTION AGAINST THE OTHER PARTY, WHETHER IN CONTRACT, TORT (INCLUDING, WITHOUT LIMITATION, NEGLIGENCE AND STRICT LIABILITY), WARRANTY OR OTHERWISE, RELATING TO ANY INDIRECT, CONSEQUENTIAL OR EXEMPLARY DAMAGES, IN EACH CASE, ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT (INCLUDING ANY BREACH HEREOF) OR ANY OF THE TRANSACTIONS CONTEMPLATED HEREBY.","This Agreement shall be governed by, and construed in accordance with, the laws of the State of California without reference to its choice of law rules.","Sponsor hereby irrevocably consents to personal jurisdiction and venue in the state and federal courts located in San Francisco, California with respect to any actions, claims or proceedings arising out of or in connection with this Agreement.",2026-05-16 13:13:25
cuad_0015,data\cuad_raw\cuad_0015.txt,success,9137,ensure that the Co-Branded Site is available 7 days per week and 24 hours per day,,,,,,,,,0,,,,,"Either Party may terminate this Agreement upon 30 days prior written notice to the other Party if 1) such other Party breaches any material term of this Agreement, unless such breach is cured within 30 days  or 2) if any of the terms of this Agreement that require mutual approval are not mutually agreed to","EXCEPT WITH RESPECT TO THE INDEMNITY OBLIGATIONS IN SECTION 14, THE CONFIDENTIALITY OBLIGATIONS UNDER SECTION 16, AND THE YEAR 2000 COMPLIANCE OBLIGATIONS UNDER SECTION 20, NOTWITHSTANDING ANYTHING TO THE CONTRARY CONTAINED IN THIS AGREEMENT, UNDER NO CIRCUMSTANCES SHALL EITHER PARTY BE LIABLE TO THE OTHER PARTY WITH RESPECT TO THE SUBJECT MATTER OF THIS AGREEMENT UNDER ANY CONTRACT, NEGLIGENCE, STRICT LIABILITY, TORT OR OTHER LEGAL OR EQUITABLE THEORY FOR ANY INDIRECT, INCIDENTAL, CONSEQUENTIAL, SPECIAL OR EXEMPLARY DAMAGES (INCLUDING, WITHOUT LIMITATION, LOSS OF REVENUE OR GOODWILL OR ANTICIPATED PROFITS OR LOST BUSINESS), EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.",This Agreement shall be governed by and interpreted and enforced in accordance with the laws of the Province of Ontario and the Parties agree to abide by the jurisdiction of the Courts of Ontario.,,2026-05-16 13:13:41
cuad_0016,data\cuad_raw\cuad_0016.txt,success,11003,,Impresse shall use commercially reasonable efforts to respond to all support requests by VerticalNet relating to the Co-Branded Site within one Business Day (as defined below) of Impresse's receipt of such notification. Impresse shall use reasonable efforts to cure the reported problem as soon as reasonably possible.,,,,,,All payments not paid by the date such payments are due shall bear interest from the due date to the date payments are actually paid at the lower of (i) 1% per month or (ii) the maximum rate permitted by law.,,1,,,,,"Either party may terminate this Agreement immediately upon written notice to the other party in the event of any material breach of a term of this Agreement by such other party that remains uncured 30 days after written notice of such breach was received by such other party or, if the breach is not reasonably capable of cure within 30 days, such longer period, not to exceed 60 days, so long as the cure is commenced within the 30-day period and thereafter is diligently prosecuted to completion as soon as possible and in any event within 60 days.","EXCEPT IN CONNECTION WITH A BREACH BY EITHER PARTY OF ARTICLE 7 OR SECTION 8.1.5 (v) AND THE INDEMNIFICATION OBLIGATIONS OF IMPRESSE UNDER SECTION 9.4(i)(d) AND THE INDEMNIFICATION OBLIGATIONS OF VERTICALNET UNDER SECTION 9.5(i)(d), NEITHER PARTY WILL BE LIABLE FOR ANY SPECIAL, INDIRECT, CONSEQUENTIAL, EXEMPLARY OR INCIDENTAL DAMAGES ARISING OUT OF OR RELATED TO THIS AGREEMENT, HOWEVER CAUSED AND UNDER ANY THEORY OF LIABILITY (INCLUDING NEGLIGENCE), EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.",This Agreement shall be governed by and interpreted under the laws of the State of Delaware without regard to its conflicts of law provisions.,"Any controversy or claim between the parties concerning any breach or alleged breach of this Agreement or performance or nonperformance of any obligation under this Agreement which cannot be resolved by negotiation will be resolved by binding arbitration under this Section 6.2 and the then-current Commercial Rules and supervision of the American Arbitration Association (the ""AAA"").",2026-05-16 13:13:59
cuad_0017,data\cuad_raw\cuad_0017.txt,success,6728,,,,,,,"In the event of such an assignment by either party of its rights to an unrelated third party, the other party shall be given written notice, then in such event the other party may upon six-months (6-months) written notice terminate this Agreement.",,,0,,,,"Thereafter, the parties must mutually agree in writing to extend the term for additional periods of time.","In the event of a suspension owing to a 'force majeure,' which suspension exceeds six (6) consecutive months, the non-suspending party may terminate this Agreement upon ten (10) days written notice to other, but only if such 'force majeure' does not affect a substantial portion of the United States recording industry or the suspension is not lifted by the suspending party within ten (10) days of the receipt of the written notice from the other party.",,"This Agreement has been entered into in the State of Tennessee, and the validity, interpretation and legal effect of this Agreement will be governed by the laws of the State of Tennessee applicable to contracts entered into and performed entirely within the State of Tennessee.","The venue for any controversy or claim arising out of or relating to this Agreement or breach thereof, shall be the appropriate state and federal courts located in Nashville, Tennessee.",2026-05-16 13:14:15
cuad_0018,data\cuad_raw\cuad_0018.txt,success,13571,"The Co-Branded Application shall not experience more than two outages (unscheduled downtime) of more than two hours during any one month. In addition, the Co-Branded Application shall have at least the following uptime as measured monthly, excluding planned downtime: i) First six months after launch of the Co-Branded Application: 98.8%. ii) Months 7-12 following launch of the Co-Branded Application: 99.4%. iii) Remainder of the Term of the Agreement: 99.5%.","Provided that maintenance calls are received within Application Provider's maintenance hours, Application Provider shall make an initial response to a Severity 1 maintenance call within two (2) hours after receipt. Application Provider shall use best efforts to provide a fix, work around, or to patch Severity 1 bugs within twenty four (24) hours after the bug is replicated by Application Provider and confirmed as a bug by Application Provider. Provided that maintenance calls are received within Application Provider's maintenance hours, Application Provider shall make an initial response to Severity 2 maintenance calls within four (4) hours after receipt. Application Provider shall make commercially reasonable efforts to provide a fix or work around for Severity 2 bugs within five (5) business days. Provided that maintenance calls are received within Application Provider's maintenance hours. Application Provider shall make an initial response to Severity 3 maintenance calls within twenty-four (24) hours after receipt. Application Provider shall make reasonable efforts to identify a resolution to Severity 3 bugs within thirty (30) days. Provided that all maintenance calls are received within Application Provider's business hours, Application Provider shall make an initial response to Severity 4 maintenance call within forty-eight (48) hours after receipt. Severity 4 issues will be dealt with on a case-by-case basis and no blanket commitments will be made.",,as measured monthly,,,,,,0,,,,,"Either party may terminate if the other party breaches the Agreement and the breach remains uncured for thirty (30) days following receipt of written notice of intention to terminate from the other party. Excite@Home may terminate the Agreement with thirty (30) days written notice if Application Provider does not meet the content and launch guidelines described in EXHIBIT B. Excite@Home may terminate the Agreement if the Co-Branded Application is not at least comparable to any other source of Application Content on the Internet in accordance with the following provisions: ... Either party may terminate the Agreement without penalty upon thirty (30) days' written notice if regulations or applicable laws applied at the US federal level regarding privacy or User Data purchase and/or usage impede or prohibit said party from performing its services as contemplated by this Agreement or thereafter. In the event that a majority of Application Provider's assets are merged, acquired or sold to an Excite@Home Named Competitor, or to an entity controlling or controlled by an Excite@Home Named Competitor, then Excite@Home may terminate this Agreement by providing thirty (30) days written notice. ... From time to time, Excite@Home may require that Application Provider provide extensions, incremental services and/or integration of the Co-Branded Application (collectively, ""Modifications""). In the event that Application Provider is unable and/or unwilling to deliver such additions, or in the event that the parties disagree on the direction of the Co-Branded Application or its integration, Excite@Home may terminate the Agreement with no penalty by providing ninety (90) days written notice.","Except as provided by Sections 19(a)(iii)(2), (a)(iii)(3), (b)(iii)(2) and (b)(iii)(3): a) Neither party will have liability for any damages other than direct damages. In no event will either party be liable to the other for any special, incidental or consequential damages, whether based on breach of contract, tort (including negligence) or otherwise, whether or not that party has been advised of the possibility of such damage. b) Either party's liability for damages shall be limited to the amounts actually paid by the other party.",The Agreement will be governed by and construed in accordance with the laws of the State of California,"The parties agree that any breach of either of the parties' obligations regarding trademarks, service marks or trade names and/or confidentiality would result in irreparable injury for which there is no adequate remedy at law. Therefore, in the event of any breach or threatened breach of a party's obligations regarding trademarks, service marks or trade names or confidentiality, the aggrieved party will be entitled to seek equitable relief in addition to its other available legal remedies in a court of competent jurisdiction. For the purposes of this Section only, the parties consent to venue in either the state courts of the county in which Excite@Home has its principal place of business or the United States District Court for the Northern District of California. In the event of disputes between the parties arising from or concerning in any manner the subject matter of this Agreement, other than disputes arising from or concerning trademarks, service marks or trade names and/or confidentiality, the parties will first attempt to resolve the dispute(s) through good faith negotiation. In the event that the dispute(s) cannot be resolved through good faith negotiation, the parties will refer the dispute(s) to a mutually acceptable mediator for hearing in the county in which Excite@Home has its principal place of business. In the event that disputes between the parties arising from or concerning in any manner the subject matter of this Agreement, other than disputes arising from or concerning trademarks, service marks or trade names and/or confidentiality, cannot be resolved through good faith negotiation and mediation, the parties will refer the dispute(s) to the American Arbitration Association for resolution through binding arbitration by a single arbitrator pursuant to the American Arbitration Association's rules applicable to commercial disputes. The arbitration will be held in the county in which Excite@Home has its principal place of business.",2026-05-16 13:14:38
cuad_0019,data\cuad_raw\cuad_0019.txt,success,10454,,,,,,,,All payments not paid by the date such payments are due shall bear interest from the due date to the date payments are actually paid at the lower of (a) 1% per month or (b) the maximum rate permitted by law.,,0,,,,"LeadersOnline shall have the option, subject to VerticalNet's approval exercised in its sole and absolute discretion, to extend the Term of this Agreement for an additional 12 months (a 'Renewal Term') on such terms and conditions as may be mutually agreed upon by the Parties. To exercise this option, LeadersOnline must notify VerticalNet in writing of its election no later than 90 days prior to the expiration of the initial Term. Unless VerticalNet notifies LeadersOnline of its intention to extend the initial Term of this Agreement for an additional year within 30 days of receiving such notice the Agreement shall terminate in accordance with the terms hereof.","Either Party may terminate this Agreement immediately upon written notice to the other Party in the event of any material breach of a term of this Agreement by such other Party that remains uncured 30 days after notice of such breach was received by such other Party or, if the breach is not reasonably capable of cure within 30 days, such longer period, not to exceed 60 days, so long as the cure is commenced within the 30-day period and thereafter is diligently prosecuted to completion as soon as possible and in any event within 60 days.","EXCEPT IN CONNECTION WITH A BREACH BY EITHER PARTY OF ARTICLE 9 OR SECTION 10.1.4 [Representations and Warranties] (v) AND THE INDEMNIFICATION OBLIGATIONS OF LEADERSONLINE UNDER SECTION 11.4(i)(c) [Indemnification by LeadersOnline] AND THE INDEMNIFICATION OBLIGATIONS OF VERTICALNET UNDER SECTION 11.5(i)(c) [Indemnification by VerticalNet], NEITHER PARTY WILL BE LIABLE FOR ANY SPECIAL, INDIRECT, CONSEQUENTIAL, EXEMPLARY OR INCIDENTAL DAMAGES ARISING OUT OF OR RELATED TO THIS AGREEMENT, HOWEVER CAUSED AND UNDER ANY THEORY OF LIABILITY (INCLUDING NEGLIGENCE), EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.","This Agreement shall be governed by and interpreted under the laws of the Commonwealth of Pennsylvania without regard to its conflicts of law provisions. Subject to the provisions of Section 8, both Parties consent and submit to the exclusive personal jurisdiction of the United States District Courts and the state courts of the Commonwealth of Pennsylvania in and for Montgomery County, Pennsylvania","If any controversy or claim arises relating to this Agreement, the Parties will attempt in good faith to negotiate a solution to their differences, including progressively escalating any controversy or claim through senior levels of management. If negotiation does not result in a resolution within 30 days of the date one Party first notifies the other of the controversy or claim, either Party may resort to arbitration under Section 8.2 [Arbitration].",2026-05-16 13:14:56
cuad_0020,data\cuad_raw\cuad_0020.txt,success,3016,,,,,,,,,,0,,,,"mPhase shall have the right to annually renew this agreement for a period of one year upon each annual expiration with the written consent of Lucent, which written consent shall not be unreasonably withheld.",Either party wishing to terminate the Agreement must give written notice to the other party at least thirty (30) days prior to the desired date of termination.,"Neither Party shall be liable to the other for special, incidental, or consequential damages, even if such Party has been advised of the possibility of such damages.","The validity, construction and performance of this Agreement shall be governed by the laws of the State of New York.",,2026-05-16 13:15:14
cuad_0021,data\cuad_raw\cuad_0021.txt,success,12507,,,,,,,,,,,,,,,"In the event that the Renewal Threshold is achieved in the Third Contract Year, during the First Additional Term the Minimum Royalty and Timing of Payment shall be as follows:",In no event shall the AS Parties  indemnification obligations to MusclePharm hereunder exceed the after-tax value of the Cash Consideration received by Lender under this Agreement.,,The arbitration shall be administered by JAMS pursuant to its Comprehensive Arbitration Rules and Procedures. Judgment on the Award may be entered in any court having jurisdiction.,2026-05-16 13:15:30
cuad_0022,data\cuad_raw\cuad_0022.txt,success,11296,,,,,,,"Upon termination of this Agreement, (a) each Party's liability for any charges, payments or expenses due to the other Party that accrued prior to the date of termination shall not be extinguished by termination, and such amounts (if not otherwise due on an earlier date) shall be immediately due and payable on the termination date (b) VerticalNet shall be responsible for all charges, payments or expenses incurred by it in connection with the removal of the Neoforma Links, Neoforma Content and Neoforma Product Listings from the Co-Branded Sites and all other VerticalNet Sites (c) Neoforma shall be responsible for all charges, payments or expenses incurred by it in connection with the removal of the VerticalNet Links, VerticalNet Content and VerticalNet Product Listings from the Neoforma Sites",All payments not paid by the date such payments are due shall bear interest from the due date to the date payments are actually paid at the rate of the lower of (a) 1% per month or (b) the maximum rate permitted by law.,,1,1% per month,USD,,"This Agreement will automatically renew at the end of the Initial Term or a subsequent renewal term on a year to year basis (each, a ""Renewal Term""), unless either Party notifies the other at least 30 days prior to the end of the Initial Term or then current Renewal Term, as applicable, of its intention not to renew this Agreement (a ""Termination Notice"").","Either Party may terminate this Agreement immediately upon written notice to the other Party in the event any material breach of a material term of this Agreement by such other Party that remains uncured 30 days in the case of a breach of a payment obligation, or 45 days for all other breaches, after notice of such breach was received by such other Party provided, however that if such breach is not reasonably capable of cure within the applicable cure period, the breaching Party shall have an additional 180 days to cure such breach so long as the cure is commenced within the applicable cure period and thereafter is diligently prosecuted to completion as soon as possible.","EXCEPT IN CONNECTION WITH A BREACH BY EITHER PARTY OF ARTICLE 13, THE INDEMNIFICATION OBLIGATIONS OF NEOFORMA UNDER SECTIONS 15.4(c) AND (d) AND THE INDEMNIFICATION OBLIGATIONS OF VERTICALNET UNDER SECTION 15.5(c) AND (d), EACH PARTY'S LIABILITY FOR DAMAGES HEREUNDER SHALL NOT EXCEED $1,000,000.",This Agreement shall be governed by and interpreted under the laws of the Commonwealth of Pennsylvania without regard to its conflicts of law provisions.,"If any controversy or claim arises relating to this Agreement, the Parties will attempt in good faith to negotiate a solution to their differences, including progressively escalating any controversy or claim through senior levels of management. If negotiation does not result in a resolution within 30 days of when one Party first notifies the other of the controversy or claim, either Party may resort to arbitration under Section 12.2. Any controversy or claim between the Parties concerning any breach or alleged breach of this Agreement or performance or nonperformance of any obligation under this Agreement which cannot be resolved by negotiation will be resolved by binding arbitration under this Section 12.2 and the then-current Commercial Rules and supervision of the American Arbitration Association (the ""AAA"").",2026-05-16 13:15:49
